country,year,month,temperature_2m,cloudcover,weather_description_mode
Albania,2023,2023-01,8.545430107526881,51.071236559139784,Clear sky
Albania,2023,2023-02,7.230357142857143,36.648809523809526,Clear sky
Albania,2023,2023-03,11.236827956989249,54.905913978494624,Clear sky
Albania,2023,2023-04,12.487083333333334,58.83611111111111,Overcast
Albania,2023,2023-05,18.523118279569893,58.05510752688172,Overcast
Albania,2023,2023-06,22.61847222222222,47.515277777777776,Clear sky
Albania,2023,2023-07,27.19529569892473,7.665322580645161,Clear sky
Albania,2023,2023-08,25.50779569892473,21.017473118279568,Clear sky
Albania,2023,2023-09,23.052916666666665,37.43055555555556,Clear sky
Albania,2023,2023-10,19.425672043010753,34.67204301075269,Clear sky
Albania,2023,2023-11,13.066666666666666,61.06111111111111,Overcast
Albania,2023,2023-12,9.711290322580645,55.791666666666664,Overcast
Albania,2024,2024-01,7.693682795698925,50.236559139784944,Clear sky
Albania,2024,2024-02,10.372557471264368,48.43103448275862,Clear sky
Albania,2024,2024-03,12.34233870967742,55.348118279569896,Clear sky
Albania,2024,2024-04,15.85625,48.24027777777778,Clear sky
Albania,2024,2024-05,18.868279569892472,55.68682795698925,Overcast
Albania,2024,2024-06,25.13638888888889,25.369444444444444,Clear sky
Albania,2024,2024-07,28.220698924731185,11.60752688172043,Clear sky
Albania,2024,2024-08,27.978897849462363,20.010752688172044,Clear sky
Albania,2024,2024-09,21.5275,45.27777777777778,Clear sky
Albania,2024,2024-10,17.81827956989247,44.58736559139785,Clear sky
Albania,2024,2024-11,11.240833333333333,47.37777777777778,Clear sky
Albania,2024,2024-12,7.740994623655914,53.04435483870968,Clear sky
Albania,2025,2025-01,9.191935483870967,58.928763440860216,Overcast
Albania,2025,2025-02,7.942261904761905,53.830357142857146,Clear sky
Albania,2025,2025-03,12.378494623655914,61.96370967741935,Overcast
Albania,2025,2025-04,13.997083333333332,47.02777777777778,Clear sky
Albania,2025,2025-05,17.71518817204301,46.36290322580645,Clear sky
Albania,2025,2025-06,25.426388888888887,8.890277777777778,Clear sky
Albania,2025,2025-07,27.15967741935484,8.125,Clear sky
Albania,2025,2025-08,25.784005376344084,16.989247311827956,Clear sky
Albania,2025,2025-09,22.210277777777776,29.733333333333334,Clear sky
Albania,2025,2025-10,15.302956989247312,55.71370967741935,Clear sky
Albania,2025,2025-11,15.027777777777779,32.020833333333336,Clear sky
Andorra,2023,2023-01,2.2389784946236557,67.86559139784946,Overcast
Andorra,2023,2023-02,4.206101190476191,41.267857142857146,Clear sky
Andorra,2023,2023-03,8.339247311827956,65.01478494623656,Overcast
Andorra,2023,2023-04,10.331944444444444,72.35833333333333,Overcast
Andorra,2023,2023-05,12.305913978494624,67.5524193548387,Overcast
Andorra,2023,2023-06,17.57611111111111,62.206944444444446,Overcast
Andorra,2023,2023-07,21.50779569892473,31.29032258064516,Clear sky
Andorra,2023,2023-08,21.313440860215056,34.57392473118279,Clear sky
Andorra,2023,2023-09,17.976666666666667,42.7625,Clear sky
Andorra,2023,2023-10,14.400806451612905,54.81720430107527,Clear sky
Andorra,2023,2023-11,8.088194444444444,69.09444444444445,Overcast
Andorra,2023,2023-12,5.671102150537634,58.538978494623656,Overcast
Andorra,2024,2024-01,5.309139784946237,65.15322580645162,Overcast
Andorra,2024,2024-02,6.448563218390804,68.46120689655173,Overcast
Andorra,2024,2024-03,6.545295698924731,73.54569892473118,Overcast
Andorra,2024,2024-04,8.77625,67.02916666666667,Overcast
Andorra,2024,2024-05,11.850268817204302,58.64381720430107,Overcast
Andorra,2024,2024-06,16.880555555555556,56.40277777777778,Overcast
Andorra,2024,2024-07,21.3625,30.239247311827956,Clear sky
Andorra,2024,2024-08,21.695833333333333,33.344086021505376,Clear sky
Andorra,2024,2024-09,13.757361111111111,57.7625,Clear sky
Andorra,2024,2024-10,12.340860215053764,75.19220430107526,Overcast
Andorra,2024,2024-11,8.226111111111111,55.96388888888889,Overcast
Andorra,2024,2024-12,4.109811827956989,58.67204301075269,Clear sky
Andorra,2025,2025-01,3.954569892473118,60.596774193548384,Overcast
Andorra,2025,2025-02,5.069196428571429,62.967261904761905,Overcast
Andorra,2025,2025-03,4.773790322580645,76.98521505376344,Overcast
Andorra,2025,2025-04,9.594583333333334,65.91527777777777,Overcast
Andorra,2025,2025-05,12.863709677419354,57.604838709677416,Overcast
Andorra,2025,2025-06,21.69361111111111,39.74305555555556,Clear sky
Andorra,2025,2025-07,19.893413978494625,35.99596774193548,Clear sky
Andorra,2025,2025-08,21.108198924731184,37.70295698924731,Clear sky
Andorra,2025,2025-09,15.241805555555556,51.480555555555554,Clear sky
Andorra,2025,2025-10,12.078763440860216,53.73252688172043,Overcast
Andorra,2025,2025-11,10.04861111111111,63.40972222222222,Overcast
Austria,2023,2023-01,3.533467741935484,85.93951612903226,Overcast
Austria,2023,2023-02,3.992113095238095,62.47470238095238,Overcast
Austria,2023,2023-03,7.624327956989247,74.27284946236558,Overcast
Austria,2023,2023-04,8.733611111111111,74.88055555555556,Overcast
Austria,2023,2023-05,14.50524193548387,66.74596774193549,Overcast
Austria,2023,2023-06,19.70611111111111,54.165277777777774,Clear sky
Austria,2023,2023-07,23.42311827956989,51.56720430107527,Clear sky
Austria,2023,2023-08,21.741532258064517,50.06182795698925,Clear sky
Austria,2023,2023-09,19.855694444444445,36.645833333333336,Clear sky
Austria,2023,2023-10,14.583870967741936,69.76612903225806,Overcast
Austria,2023,2023-11,6.795833333333333,66.0875,Overcast
Austria,2023,2023-12,3.872715053763441,75.5725806451613,Overcast
Austria,2024,2024-01,1.6051075268817205,56.876344086021504,Overcast
Austria,2024,2024-02,8.30617816091954,78.57758620689656,Overcast
Austria,2024,2024-03,9.196102150537634,67.81854838709677,Overcast
Austria,2024,2024-04,12.628333333333332,69.25,Overcast
Austria,2024,2024-05,16.656586021505376,64.29569892473118,Overcast
Austria,2024,2024-06,20.72861111111111,61.71527777777778,Overcast
Austria,2024,2024-07,23.8505376344086,48.16263440860215,Clear sky
Austria,2024,2024-08,24.553897849462363,48.24596774193548,Clear sky
Austria,2024,2024-09,17.175416666666667,57.4125,Clear sky
Austria,2024,2024-10,12.041397849462365,66.08467741935483,Overcast
Austria,2024,2024-11,4.891111111111111,66.64861111111111,Overcast
Austria,2024,2024-12,2.7676075268817204,67.91666666666667,Overcast
Austria,2025,2025-01,1.5068548387096774,80.09274193548387,Overcast
Austria,2025,2025-02,1.4482142857142857,58.40922619047619,Overcast
Austria,2025,2025-03,7.633602150537634,49.58064516129032,Clear sky
Austria,2025,2025-04,12.833055555555555,57.07083333333333,Overcast
Austria,2025,2025-05,14.900403225806452,56.86290322580645,Overcast
Austria,2025,2025-06,22.726805555555554,37.459722222222226,Clear sky
Austria,2025,2025-07,21.381586021505377,55.259408602150536,Clear sky
Austria,2025,2025-08,22.002419354838707,39.59274193548387,Clear sky
Austria,2025,2025-09,17.33902777777778,50.61666666666667,Clear sky
Austria,2025,2025-10,10.70470430107527,64.10618279569893,Overcast
Austria,2025,2025-11,9.670833333333333,48.875,Clear sky
Belgium,2023,2023-01,5.238575268817204,82.15591397849462,Overcast
Belgium,2023,2023-02,5.414880952380953,67.01190476190476,Overcast
Belgium,2023,2023-03,7.3,80.81451612903226,Overcast
Belgium,2023,2023-04,8.681111111111111,68.825,Overcast
Belgium,2023,2023-05,13.386693548387099,60.67607526881721,Overcast
Belgium,2023,2023-06,20.11375,39.980555555555554,Clear sky
Belgium,2023,2023-07,18.607661290322582,64.39650537634408,Overcast
Belgium,2023,2023-08,18.21518817204301,60.369623655913976,Overcast
Belgium,2023,2023-09,18.91861111111111,57.172222222222224,Overcast
Belgium,2023,2023-10,13.797983870967743,75.8252688172043,Overcast
Belgium,2023,2023-11,7.813888888888889,76.91388888888889,Overcast
Belgium,2023,2023-12,6.745967741935484,83.76881720430107,Overcast
Belgium,2024,2024-01,3.3629032258064515,71.81048387096774,Overcast
Belgium,2024,2024-02,8.250718390804598,89.61206896551724,Overcast
Belgium,2024,2024-03,8.937096774193549,79.0497311827957,Overcast
Belgium,2024,2024-04,10.81611111111111,77.44444444444444,Overcast
Belgium,2024,2024-05,14.720833333333333,72.83736559139786,Overcast
Belgium,2024,2024-06,15.733749999999999,63.05972222222222,Overcast
Belgium,2024,2024-07,18.490591397849464,67.15456989247312,Overcast
Belgium,2024,2024-08,19.798655913978497,58.770161290322584,Overcast
Belgium,2024,2024-09,15.778055555555557,59.63055555555555,Overcast
Belgium,2024,2024-10,12.766263440860216,68.13306451612904,Overcast
Belgium,2024,2024-11,7.593055555555556,79.5111111111111,Overcast
Belgium,2024,2024-12,5.697983870967742,87.97311827956989,Overcast
Belgium,2025,2025-01,2.968548387096774,78.85483870967742,Overcast
Belgium,2025,2025-02,4.411011904761905,71.10714285714286,Overcast
Belgium,2025,2025-03,7.96008064516129,44.170698924731184,Clear sky
Belgium,2025,2025-04,12.64861111111111,45.42916666666667,Clear sky
Belgium,2025,2025-05,15.418548387096774,54.00268817204301,Clear sky
Belgium,2025,2025-06,19.712083333333336,53.30833333333333,Clear sky
Belgium,2025,2025-07,19.900672043010754,54.64784946236559,Clear sky
Belgium,2025,2025-08,19.935080645161293,55.07392473118279,Overcast
Belgium,2025,2025-09,16.13861111111111,60.93611111111111,Overcast
Belgium,2025,2025-10,12.39475806451613,84.38575268817205,Overcast
Belgium,2025,2025-11,12.1875,69.45833333333333,Overcast
Bosnia and Herzegovina,2023,2023-01,3.459543010752688,77.86827956989248,Overcast
Bosnia and Herzegovina,2023,2023-02,2.106547619047619,65.41666666666667,Overcast
Bosnia and Herzegovina,2023,2023-03,6.686962365591398,66.77284946236558,Overcast
Bosnia and Herzegovina,2023,2023-04,8.157777777777778,74.25416666666666,Overcast
Bosnia and Herzegovina,2023,2023-05,14.65981182795699,72.33333333333333,Overcast
Bosnia and Herzegovina,2023,2023-06,18.246111111111112,65.24861111111112,Overcast
Bosnia and Herzegovina,2023,2023-07,22.71505376344086,26.71505376344086,Clear sky
Bosnia and Herzegovina,2023,2023-08,21.122311827956988,34.649193548387096,Clear sky
Bosnia and Herzegovina,2023,2023-09,18.966388888888886,39.6,Clear sky
Bosnia and Herzegovina,2023,2023-10,15.443548387096774,50.55913978494624,Clear sky
Bosnia and Herzegovina,2023,2023-11,7.713888888888889,71.77777777777777,Overcast
Bosnia and Herzegovina,2023,2023-12,5.342069892473118,62.72849462365591,Overcast
Bosnia and Herzegovina,2024,2024-01,2.305779569892473,63.42338709677419,Overcast
Bosnia and Herzegovina,2024,2024-02,7.355028735632184,68.79885057471265,Overcast
Bosnia and Herzegovina,2024,2024-03,8.991397849462366,69.25,Overcast
Bosnia and Herzegovina,2024,2024-04,12.634305555555557,53.977777777777774,Overcast
Bosnia and Herzegovina,2024,2024-05,15.99032258064516,64.12768817204301,Overcast
Bosnia and Herzegovina,2024,2024-06,21.482222222222223,39.61388888888889,Clear sky
Bosnia and Herzegovina,2024,2024-07,23.412096774193547,24.771505376344088,Clear sky
Bosnia and Herzegovina,2024,2024-08,24.167876344086025,34.54838709677419,Clear sky
Bosnia and Herzegovina,2024,2024-09,16.89638888888889,58.53055555555556,Overcast
Bosnia and Herzegovina,2024,2024-10,14.287903225806453,54.69086021505376,Clear sky
Bosnia and Herzegovina,2024,2024-11,4.954166666666667,57.731944444444444,Overcast
Bosnia and Herzegovina,2024,2024-12,2.470833333333333,68.32795698924731,Overcast
Bosnia and Herzegovina,2025,2025-01,3.501478494623656,70.63575268817205,Overcast
Bosnia and Herzegovina,2025,2025-02,3.176041666666667,61.191964285714285,Overcast
Bosnia and Herzegovina,2025,2025-03,8.277956989247311,66.72849462365592,Overcast
Bosnia and Herzegovina,2025,2025-04,11.006944444444445,66.83611111111111,Overcast
Bosnia and Herzegovina,2025,2025-05,13.490860215053765,54.62903225806452,Overcast
Bosnia and Herzegovina,2025,2025-06,21.02625,16.948611111111113,Clear sky
Bosnia and Herzegovina,2025,2025-07,21.399731182795698,28.897849462365592,Clear sky
Bosnia and Herzegovina,2025,2025-08,19.884139784946235,33.58736559139785,Clear sky
Bosnia and Herzegovina,2025,2025-09,17.604861111111113,45.09305555555556,Clear sky
Bosnia and Herzegovina,2025,2025-10,10.238037634408602,68.83333333333333,Overcast
Bosnia and Herzegovina,2025,2025-11,9.391666666666667,35.50694444444444,Clear sky
Bulgaria,2023,2023-01,3.5719086021505375,74.02822580645162,Overcast
Bulgaria,2023,2023-02,2.7330357142857142,60.375,Overcast
Bulgaria,2023,2023-03,6.672311827956989,66.90456989247312,Overcast
Bulgaria,2023,2023-04,8.725694444444445,67.89305555555555,Overcast
Bulgaria,2023,2023-05,13.726344086021506,71.17069892473118,Overcast
Bulgaria,2023,2023-06,18.672777777777778,59.56666666666667,Overcast
Bulgaria,2023,2023-07,24.01048387096774,20.432795698924732,Clear sky
Bulgaria,2023,2023-08,23.589919354838713,27.682795698924732,Clear sky
Bulgaria,2023,2023-09,19.672083333333333,43.890277777777776,Clear sky
Bulgaria,2023,2023-10,15.565994623655914,44.11290322580645,Clear sky
Bulgaria,2023,2023-11,7.046805555555555,65.875,Overcast
Bulgaria,2023,2023-12,3.54247311827957,57.844086021505376,Overcast
Bulgaria,2024,2024-01,0.7157258064516129,57.403225806451616,Overcast
Bulgaria,2024,2024-02,6.301293103448276,64.27586206896552,Overcast
Bulgaria,2024,2024-03,8.24233870967742,63.428763440860216,Overcast
Bulgaria,2024,2024-04,13.775833333333335,45.91111111111111,Clear sky
Bulgaria,2024,2024-05,14.754704301075268,62.67204301075269,Overcast
Bulgaria,2024,2024-06,23.09777777777778,32.99305555555556,Clear sky
Bulgaria,2024,2024-07,25.336155913978494,15.43010752688172,Clear sky
Bulgaria,2024,2024-08,24.33266129032258,26.353494623655912,Clear sky
Bulgaria,2024,2024-09,17.863472222222224,43.85138888888889,Clear sky
Bulgaria,2024,2024-10,12.51236559139785,36.104838709677416,Clear sky
Bulgaria,2024,2024-11,3.925416666666667,55.040277777777774,Clear sky
Bulgaria,2024,2024-12,2.2411290322580646,70.13575268817205,Overcast
Bulgaria,2025,2025-01,1.9434139784946238,54.05779569892473,Overcast
Bulgaria,2025,2025-02,-0.7142857142857143,55.75,Overcast
Bulgaria,2025,2025-03,7.971370967741935,61.571236559139784,Overcast
Bulgaria,2025,2025-04,10.041666666666666,54.07361111111111,Clear sky
Bulgaria,2025,2025-05,14.212231182795698,54.29838709677419,Clear sky
Bulgaria,2025,2025-06,21.924166666666665,16.154166666666665,Clear sky
Bulgaria,2025,2025-07,24.381451612903223,18.768817204301076,Clear sky
Bulgaria,2025,2025-08,22.260349462365593,22.577956989247312,Clear sky
Bulgaria,2025,2025-09,19.205277777777777,37.270833333333336,Clear sky
Bulgaria,2025,2025-10,9.644086021505377,61.604838709677416,Overcast
Bulgaria,2025,2025-11,10.0125,56.479166666666664,Overcast
Croatia,2023,2023-01,4.341397849462366,81.30376344086021,Overcast
Croatia,2023,2023-02,3.5629464285714287,57.09077380952381,Overcast
Croatia,2023,2023-03,8.20483870967742,71.35215053763442,Overcast
Croatia,2023,2023-04,10.01736111111111,76.35972222222222,Overcast
Croatia,2023,2023-05,15.740188172043013,71.11155913978494,Overcast
Croatia,2023,2023-06,20.47736111111111,50.794444444444444,Clear sky
Croatia,2023,2023-07,23.216532258064515,45.89784946236559,Clear sky
Croatia,2023,2023-08,22.12983870967742,38.931451612903224,Clear sky
Croatia,2023,2023-09,19.982083333333335,34.34583333333333,Clear sky
Croatia,2023,2023-10,15.851209677419353,60.49731182795699,Overcast
Croatia,2023,2023-11,7.739444444444444,65.58888888888889,Overcast
Croatia,2023,2023-12,4.116935483870968,64.68548387096774,Overcast
Croatia,2024,2024-01,2.11505376344086,59.903225806451616,Overcast
Croatia,2024,2024-02,8.121551724137932,72.03017241379311,Overcast
Croatia,2024,2024-03,9.970967741935484,69.72849462365592,Overcast
Croatia,2024,2024-04,13.015833333333333,62.022222222222226,Overcast
Croatia,2024,2024-05,16.857392473118278,62.538978494623656,Overcast
Croatia,2024,2024-06,21.555555555555557,54.047222222222224,Clear sky
Croatia,2024,2024-07,24.66774193548387,31.697580645161292,Clear sky
Croatia,2024,2024-08,25.023790322580645,38.259408602150536,Clear sky
Croatia,2024,2024-09,17.744444444444444,55.68472222222222,Clear sky
Croatia,2024,2024-10,13.589247311827956,68.14650537634408,Overcast
Croatia,2024,2024-11,5.509861111111111,69.56111111111112,Overcast
Croatia,2024,2024-12,2.826478494623656,62.95967741935484,Overcast
Croatia,2025,2025-01,3.4684139784946235,71.02150537634408,Overcast
Croatia,2025,2025-02,2.6793154761904763,64.58779761904762,Overcast
Croatia,2025,2025-03,8.743951612903226,58.375,Overcast
Croatia,2025,2025-04,12.999166666666666,60.48888888888889,Overcast
Croatia,2025,2025-05,15.087903225806452,54.54032258064516,Clear sky
Croatia,2025,2025-06,23.76763888888889,27.793055555555554,Clear sky
Croatia,2025,2025-07,23.043682795698924,43.630376344086024,Clear sky
Croatia,2025,2025-08,22.629301075268817,34.17204301075269,Clear sky
Croatia,2025,2025-09,18.48875,54.43194444444445,Clear sky
Croatia,2025,2025-10,11.598118279569892,54.32392473118279,Overcast
Croatia,2025,2025-11,10.818055555555555,37.84027777777778,Clear sky
Cyprus,2023,2023-01,11.830913978494625,37.170698924731184,Clear sky
Cyprus,2023,2023-02,9.749851190476189,30.398809523809526,Clear sky
Cyprus,2023,2023-03,14.760215053763442,45.60349462365591,Clear sky
Cyprus,2023,2023-04,17.023333333333333,41.15555555555556,Clear sky
Cyprus,2023,2023-05,21.276612903225807,33.55241935483871,Clear sky
Cyprus,2023,2023-06,26.0725,19.005555555555556,Clear sky
Cyprus,2023,2023-07,31.434139784946236,1.2983870967741935,Clear sky
Cyprus,2023,2023-08,29.762096774193548,4.116935483870968,Clear sky
Cyprus,2023,2023-09,27.444444444444443,7.884722222222222,Clear sky
Cyprus,2023,2023-10,22.63978494623656,30.099462365591396,Clear sky
Cyprus,2023,2023-11,18.309305555555557,38.00416666666667,Clear sky
Cyprus,2023,2023-12,14.203225806451615,45.08870967741935,Clear sky
Cyprus,2024,2024-01,12.202956989247312,61.068548387096776,Overcast
Cyprus,2024,2024-02,12.216235632183908,47.69971264367816,Clear sky
Cyprus,2024,2024-03,15.025,34.163978494623656,Clear sky
Cyprus,2024,2024-04,20.858611111111113,36.959722222222226,Clear sky
Cyprus,2024,2024-05,23.05483870967742,23.963709677419356,Clear sky
Cyprus,2024,2024-06,31.259166666666665,7.381944444444445,Clear sky
Cyprus,2024,2024-07,31.79717741935484,6.720430107526882,Clear sky
Cyprus,2024,2024-08,30.47284946236559,5.114247311827957,Clear sky
Cyprus,2024,2024-09,26.27638888888889,16.216666666666665,Clear sky
Cyprus,2024,2024-10,21.699462365591398,16.872311827956988,Clear sky
Cyprus,2024,2024-11,16.19625,31.10972222222222,Clear sky
Cyprus,2024,2024-12,12.527956989247311,54.178763440860216,Overcast
Cyprus,2025,2025-01,12.063037634408602,36.28225806451613,Clear sky
Cyprus,2025,2025-02,9.49077380952381,43.67559523809524,Clear sky
Cyprus,2025,2025-03,16.267338709677418,38.86021505376344,Clear sky
Cyprus,2025,2025-04,17.51902777777778,36.05694444444445,Clear sky
Cyprus,2025,2025-05,22.899865591397848,32.33064516129032,Clear sky
Cyprus,2025,2025-06,28.686249999999998,3.7,Clear sky
Cyprus,2025,2025-07,30.63225806451613,2.986559139784946,Clear sky
Cyprus,2025,2025-08,30.3627688172043,2.7701612903225805,Clear sky
Cyprus,2025,2025-09,27.00888888888889,4.805555555555555,Clear sky
Cyprus,2025,2025-10,21.798924731182794,13.396505376344086,Clear sky
Cyprus,2025,2025-11,21.330555555555556,44.02777777777778,Clear sky
Czech Republic,2023,2023-01,3.50752688172043,86.44086021505376,Overcast
Czech Republic,2023,2023-02,2.6761904761904765,69.0327380952381,Overcast
Czech Republic,2023,2023-03,5.999462365591398,78.06182795698925,Overcast
Czech Republic,2023,2023-04,7.631388888888889,72.3625,Overcast
Czech Republic,2023,2023-05,14.22997311827957,61.30913978494624,Overcast
Czech Republic,2023,2023-06,19.271527777777777,56.05833333333333,Overcast
Czech Republic,2023,2023-07,22.211827956989247,58.15456989247312,Overcast
Czech Republic,2023,2023-08,20.458602150537637,58.736559139784944,Clear sky
Czech Republic,2023,2023-09,18.739722222222223,42.56388888888889,Clear sky
Czech Republic,2023,2023-10,13.228225806451611,75.26478494623656,Overcast
Czech Republic,2023,2023-11,5.751666666666666,78.25972222222222,Overcast
Czech Republic,2023,2023-12,3.393951612903226,83.53897849462365,Overcast
Czech Republic,2024,2024-01,0.7564516129032257,64.16397849462365,Overcast
Czech Republic,2024,2024-02,6.642816091954023,86.09770114942529,Overcast
Czech Republic,2024,2024-03,8.095564516129032,71.07123655913979,Overcast
Czech Republic,2024,2024-04,11.655694444444444,66.24722222222222,Overcast
Czech Republic,2024,2024-05,15.814112903225807,66.72043010752688,Overcast
Czech Republic,2024,2024-06,19.592916666666667,62.584722222222226,Overcast
Czech Republic,2024,2024-07,22.008064516129032,58.27956989247312,Overcast
Czech Republic,2024,2024-08,22.289650537634408,53.13978494623656,Clear sky
Czech Republic,2024,2024-09,16.87013888888889,56.49444444444445,Clear sky
Czech Republic,2024,2024-10,11.044489247311828,72.67069892473118,Overcast
Czech Republic,2024,2024-11,4.024861111111111,73.09583333333333,Overcast
Czech Republic,2024,2024-12,1.9762096774193547,72.78629032258064,Overcast
Czech Republic,2025,2025-01,1.7063172043010753,75.07123655913979,Overcast
Czech Republic,2025,2025-02,-0.10252976190476192,57.464285714285715,Overcast
Czech Republic,2025,2025-03,5.810887096774194,48.73790322580645,Clear sky
Czech Republic,2025,2025-04,11.671111111111113,55.44027777777778,Overcast
Czech Republic,2025,2025-05,14.036021505376343,61.733870967741936,Overcast
Czech Republic,2025,2025-06,20.69763888888889,47.00555555555555,Clear sky
Czech Republic,2025,2025-07,20.2625,61.935483870967744,Overcast
Czech Republic,2025,2025-08,20.320967741935483,44.45564516129032,Clear sky
Czech Republic,2025,2025-09,15.676805555555555,54.08888888888889,Clear sky
Czech Republic,2025,2025-10,9.730376344086022,71.78763440860214,Overcast
Czech Republic,2025,2025-11,8.031944444444443,55.875,Clear sky
Denmark,2023,2023-01,3.948790322580645,73.96908602150538,Overcast
Denmark,2023,2023-02,3.1891369047619045,70.70833333333333,Overcast
